relationship,scenario,choices,input
down,31,"compliant,loophole,non-compliant","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “Yeah,” stop playing video games, and clean the litter box.
B. You say “I know,” keep playing video games, and do not clean the litter box.
C. You say “I’m busy,” keep playing video games, and do not clean the litter box."
down,31,"compliant,non-compliant,loophole","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “Yeah,” stop playing video games, and clean the litter box.
B. You say “I’m busy,” keep playing video games, and do not clean the litter box.
C. You say “I know,” keep playing video games, and do not clean the litter box."
down,31,"non-compliant,compliant,loophole","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “I’m busy,” keep playing video games, and do not clean the litter box.
B. You say “Yeah,” stop playing video games, and clean the litter box.
C. You say “I know,” keep playing video games, and do not clean the litter box."
down,31,"compliant,non-compliant,loophole","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “Yeah,” stop playing video games, and clean the litter box.
B. You say “I’m busy,” keep playing video games, and do not clean the litter box.
C. You say “I know,” keep playing video games, and do not clean the litter box."
down,31,"non-compliant,loophole,compliant","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “I’m busy,” keep playing video games, and do not clean the litter box.
B. You say “I know,” keep playing video games, and do not clean the litter box.
C. You say “Yeah,” stop playing video games, and clean the litter box."
down,31,"loophole,non-compliant,compliant","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “I know,” keep playing video games, and do not clean the litter box.
B. You say “I’m busy,” keep playing video games, and do not clean the litter box.
C. You say “Yeah,” stop playing video games, and clean the litter box."
down,31,"compliant,loophole,non-compliant","Imagine you are playing video games in the den. Your daughter comes in and says, “You know the litter box needs cleaning.” You want to avoid cleaning the litter box.
What is your choice:
A. You say “Yeah,” stop playing video games, and clean the litter box.
B. You say “I know,” keep playing video games, and do not clean the litter box.
C. You say “I’m busy,” keep playing video games, and do not clean the litter box."
up,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your supervisor who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
up,32,"compliant,loophole,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your supervisor who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
up,32,"compliant,loophole,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your supervisor who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
up,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your supervisor who it was."
up,32,"loophole,non-compliant,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your supervisor who it was."
up,32,"loophole,compliant,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your supervisor who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
up,32,"non-compliant,compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your supervisor who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
up,32,"loophole,non-compliant,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your supervisor who it was."
up,32,"compliant,loophole,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your supervisor who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
up,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your supervisor asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your supervisor who it was."
equal,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your co-manager who it was."
equal,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your co-manager who it was."
equal,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your co-manager who it was."
equal,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your co-manager who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
equal,32,"non-compliant,compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your co-manager who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
equal,32,"loophole,compliant,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your co-manager who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
equal,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your co-manager who it was."
equal,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your co-manager who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
equal,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your co-manager who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
equal,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your co-manager asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your co-manager who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
down,32,"loophole,compliant,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your employee who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
down,32,"non-compliant,compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your employee who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
down,32,"loophole,compliant,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your employee who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
down,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your employee who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
down,32,"loophole,non-compliant,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your employee who it was."
down,32,"compliant,loophole,non-compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your employee who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was."
down,32,"non-compliant,compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes” and tell your employee who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
down,32,"loophole,non-compliant,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your employee who it was."
down,32,"non-compliant,loophole,compliant","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
B. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes” and tell your employee who it was."
down,32,"compliant,non-compliant,loophole","Imagine you work at a bakery café and are cleaning the espresso machine. Your employee asks you, “Do you know who forgot to lock up last night?” You want to avoid revealing who it was.
What is your choice:
A. You say “Yes” and tell your employee who it was.
B. You say “I can’t tell you,” continue cleaning the espresso machine, and do not say who it was.
C. You say “Yes, I know,” continue cleaning the espresso machine, and do not say who it was."
up,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"loophole,non-compliant,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
up,33,"compliant,non-compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,33,"loophole,non-compliant,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
up,33,"loophole,non-compliant,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
up,33,"loophole,non-compliant,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your mother-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"loophole,compliant,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
equal,33,"loophole,compliant,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
equal,33,"non-compliant,loophole,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
equal,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
equal,33,"loophole,compliant,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your girlfriend walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
down,33,"compliant,loophole,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
down,33,"compliant,loophole,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
down,33,"compliant,loophole,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
down,33,"compliant,non-compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
down,33,"non-compliant,compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
down,33,"compliant,loophole,non-compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries."
down,33,"non-compliant,loophole,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
down,33,"non-compliant,loophole,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
B. You say “Sure thing,” and start clapping as you continue to read the newspaper.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
down,33,"loophole,non-compliant,compliant","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Sure thing,” and start clapping as you continue to read the newspaper.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries."
down,33,"compliant,non-compliant,loophole","Imagine you are sitting in the kitchen reading the newspaper. Your daughter-in-law walks in with bags of groceries and says, “Could you give me a hand?” You want to avoid helping with the groceries.
What is your choice:
A. You say “Yep,” stop reading the newspaper, and head out to the car to get the groceries.
B. You say “I’m reading,” continue to read the newspaper, and do not get up to help with the groceries.
C. You say “Sure thing,” and start clapping as you continue to read the newspaper."
up,34,"loophole,compliant,non-compliant","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, listen for exactly one second, and then leave the room.
B. You stop talking, take a breath, and listen to what she has to say.
C. You do not stop talking, finish what you were saying, and leave the room."
up,34,"compliant,non-compliant,loophole","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, take a breath, and listen to what she has to say.
B. You do not stop talking, finish what you were saying, and leave the room.
C. You stop talking, listen for exactly one second, and then leave the room."
up,34,"non-compliant,loophole,compliant","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You do not stop talking, finish what you were saying, and leave the room.
B. You stop talking, listen for exactly one second, and then leave the room.
C. You stop talking, take a breath, and listen to what she has to say."
up,34,"compliant,non-compliant,loophole","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, take a breath, and listen to what she has to say.
B. You do not stop talking, finish what you were saying, and leave the room.
C. You stop talking, listen for exactly one second, and then leave the room."
up,34,"compliant,loophole,non-compliant","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, take a breath, and listen to what she has to say.
B. You stop talking, listen for exactly one second, and then leave the room.
C. You do not stop talking, finish what you were saying, and leave the room."
up,34,"non-compliant,compliant,loophole","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You do not stop talking, finish what you were saying, and leave the room.
B. You stop talking, take a breath, and listen to what she has to say.
C. You stop talking, listen for exactly one second, and then leave the room."
up,34,"compliant,non-compliant,loophole","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, take a breath, and listen to what she has to say.
B. You do not stop talking, finish what you were saying, and leave the room.
C. You stop talking, listen for exactly one second, and then leave the room."
up,34,"non-compliant,loophole,compliant","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You do not stop talking, finish what you were saying, and leave the room.
B. You stop talking, listen for exactly one second, and then leave the room.
C. You stop talking, take a breath, and listen to what she has to say."
up,34,"loophole,non-compliant,compliant","Imagine you are arguing with your mother. She says to you, “Just listen to me for one second.” You want to avoid actually listening.
What is your choice:
A. You stop talking, listen for exactly one second, and then leave the room.
B. You do not stop talking, finish what you were saying, and leave the room.
C. You stop talking, take a breath, and listen to what she has to say."
